Name,Level,NE_LAT,NE_LNG,SW_LAT,SW_LNG,LAT,LNG
"Jaldara, jodhpur",VILLAGE,27.38647,72.93965000000001,27.33808,72.88392999999999,27.3583339,72.9106202
"Dhadharwala, jodhpur",VILLAGE,27.4421499,72.9520399,27.38647,72.89384,27.4118063,72.9283391
"Ghantiyali, jodhpur",VILLAGE,27.3413508,72.8519726,27.3309432,72.83798209999999,27.3371672,72.8441629
"Kodiya Nada, jodhpur",VILLAGE,27.3978,72.9843301,27.3463201,72.92625989999999,27.3706888,72.9637728
"Imam Nagar, jodhpur",VILLAGE,27.37879,72.8908601,27.3291,72.83202,27.3523958,72.86336349999999
"Ummed Nagar, jodhpur",VILLAGE,26.5727916,73.0245996,26.5597986,73.0111884,26.5656514,73.0183895
"Cheemana, jodhpur",VILLAGE,27.4457701,72.89702009999999,27.35632,72.79829,27.394964,72.8397317
"Arandiyan, jodhpur",VILLAGE,27.4747399,72.8740699,27.42723,72.8261,27.4583166,72.8456399
"Khariya Kansingh, jodhpur",VILLAGE,27.35448,72.7984,27.3186401,72.7621,27.3370158,72.7865518
"Khajoosar, jodhpur",VILLAGE,27.3049899,72.8297699,27.25874,72.79326999999999,27.2830609,72.8101887
"Bheeyasar, jodhpur",VILLAGE,27.32881,72.84518,27.15907,72.6999699,27.249369,72.7688226
"Motai, jodhpur",VILLAGE,27.299324,72.6208092,27.29306,72.61361,27.2963197,72.61733439999999
"Hari Pura, jodhpur",VILLAGE,27.31146,72.5891,27.27617,72.54545999999999,27.2871923,72.5737187
"Balasar, jodhpur",VILLAGE,27.33261,72.71110999999999,27.2963499,72.65481,27.3121454,72.6801576
"Raika Bagh, jodhpur",VILLAGE,26.295892,73.0511291,26.285113,73.03671109999999,26.2904365,73.04274149999999
"Radka Pura, jodhpur",VILLAGE,27.27,72.67122,27.22819,72.61015010000001,27.2507169,72.64468289999999
"Jawar Nada, jodhpur",VILLAGE,27.31045,72.7140501,27.26815,72.6502199,27.282936,72.6742455
"Karani Pura, jodhpur",VILLAGE,27.23656,72.6705099,27.1942099,72.62195009999999,27.2165614,72.64468289999999
"Asolai, jodhpur",VILLAGE,27.28374,72.7339099,27.24323,72.66740000000001,27.2582254,72.70380469999999
"Pariyal, jodhpur",VILLAGE,27.24846,72.73398999999999,27.19417,72.6468999,27.2160328,72.7098675
"Ramdeo Nagar, jodhpur",VILLAGE,26.3144681,73.1026582,26.3112237,73.09956439999999,26.3129127,73.1013971
"Ram Nagar, jodhpur",VILLAGE,26.2708299,72.96273289999999,26.262185,72.9508981,26.2644858,72.95860569999999
"Paleena, jodhpur",VILLAGE,27.2112818,72.65808109999999,27.1411154,72.5640106,27.1828301,72.6032895
"Naneu, jodhpur",VILLAGE,27.28748,72.57858,27.1857201,72.44439009999999,27.2390324,72.5086511
"Bhatiyon Ki Dhani, jodhpur",VILLAGE,26.72626,73.76259,26.71068,73.7411199,26.7147624,73.75072759999999
"Chiri, jodhpur",VILLAGE,27.26257,72.61434,27.23328,72.5657301,27.2513397,72.58259029999999
"Dholasar, jodhpur",VILLAGE,27.2362101,72.5868199,27.15575,72.5034501,27.1995651,72.5559746
"Kanasariya, jodhpur",VILLAGE,27.1917899,72.5171901,27.1506299,72.46956999999999,27.1741648,72.4909026
"Kheechan, jodhpur",VILLAGE,27.1453184,72.4198151,27.1294625,72.4021339,27.1382986,72.4110196
"Shakti Nagar, jodhpur",VILLAGE,26.308136,73.0522051,26.302616,73.044985,26.3054616,73.0486446
"Mahirshi Gotam Nagar, jodhpur",VILLAGE,26.1763192,73.0466361,26.1741761,73.0410898,26.1751782,73.0437747
"Vijai Nagar, jodhpur",VILLAGE,26.2573992,72.9617854,26.2558207,72.9568759,26.256505,72.95915939999999
"Phalodi (Rural), jodhpur",VILLAGE,27.1738299,72.40149,27.15995,72.37225,27.1686219,72.3814273
"Sadawata, jodhpur",VILLAGE,27.14493,72.32207,27.10296,72.28223,27.1285397,72.3133529
"Jagariya, jodhpur",VILLAGE,27.1623424,72.33149519999999,27.1591733,72.32754709999999,27.1609115,72.3300031
"Bhojka, jodhpur",VILLAGE,27.15958,72.3293699,27.1383501,72.29384999999999,27.1512913,72.3133529
"Bagga, jodhpur",VILLAGE,27.15265,72.33935,27.1352999,72.3200899,27.1446749,72.32815310000001
"Kundal, jodhpur",VILLAGE,27.1507901,72.3019401,27.0889999,72.22215,27.1208645,72.25414409999999
"Mohra, jodhpur",VILLAGE,27.1669244,72.358575,27.1589442,72.3502922,27.1635698,72.35331169999999
"Gopa, jodhpur",VILLAGE,27.17256,72.30058009999999,27.13667,72.25153,27.1548329,72.27486859999999
"Maya Koriya, jodhpur",VILLAGE,27.18327,72.26566,27.14677,72.2252099,27.1648165,72.2423008
"Begti Khurd, jodhpur",VILLAGE,27.13296,72.24692999999999,27.04874,72.13835,27.0855009,72.2008455
"Beethri, jodhpur",VILLAGE,27.1071948,72.2911773,27.0850313,72.2717919,27.0987261,72.28078959999999
"Hanumanpura, jodhpur",VILLAGE,27.0318399,72.08617,26.92361,72.0307199,26.9824185,72.0645932
"Hopardi, jodhpur",VILLAGE,27.0663299,72.31219,27.00367,72.1720299,27.0264622,72.271908
"Ugras, jodhpur",VILLAGE,27.0285399,72.17631,26.91315,72.06366,26.9821527,72.106068
"Kalran, jodhpur",VILLAGE,26.12449,73.08009,26.0955,73.04446,26.1154959,73.0700421
"Khara, jodhpur",VILLAGE,27.08038,72.19093,27.01079,72.04588,27.0551848,72.1403119
"Daya Sagar, jodhpur",VILLAGE,27.04773,72.22680989999999,27.0021,72.15899,27.0221669,72.1949228
"Eka Bhatiyan, jodhpur",VILLAGE,27.0929501,72.36166,27.06366,72.32529,27.0762356,72.3488721
"Bapinee, jodhpur",VILLAGE,27.08566,72.47531,27.03394,72.44511,27.0557757,72.45540199999999
"Gajja, jodhpur",VILLAGE,27.08185,72.39988989999999,27.01857,72.35860009999999,27.0565227,72.37254899999999
"Amla, jodhpur",VILLAGE,27.15594,72.5556999,27.0430399,72.4632401,27.1024404,72.5086511
"Lordiyan, jodhpur",VILLAGE,27.0675335,72.4038076,27.0597754,72.39359379999999,27.064027,72.39770349999999
"Junejo Ki Dhani, jodhpur",VILLAGE,27.09713,72.4667099,27.04265,72.3814699,27.073993,72.4198967
"Dedisara, jodhpur",VILLAGE,27.1185,72.4729901,27.09398,72.42486989999999,27.1037832,72.45244339999999
"Chainpura, jodhpur",VILLAGE,27.1315499,72.61587999999999,27.0598099,72.56566,27.095162,72.5855474
"Netaji Nagar, jodhpur",VILLAGE,22.5249721,88.399276,22.5215109,88.39616099999999,22.5231979,88.3981651
"Shaitan Singh Nagar, jodhpur",VILLAGE,27.3787413,73.1041772,27.3704382,73.0934137,27.3746033,73.0980773
"Kalyanpura, jodhpur",VILLAGE,26.0309049,72.59101780000002,26.0186367,72.574905,26.024543,72.58259029999999
"Moriya, jodhpur",VILLAGE,27.1351533,72.64245989999999,27.1201047,72.6230621,27.1271757,72.63581340000002
"Barjasar, jodhpur",VILLAGE,27.1937,72.81665,27.09221,72.67110009999999,27.1631848,72.76291259999999
"Vishvkarma Nagar, jodhpur",VILLAGE,26.2031563,73.0013755,26.2019822,73.0006038,26.2026186,73.0009433
"Rajeev Nagar, jodhpur",VILLAGE,26.3103574,73.0529001,26.3095807,73.0515861,26.3100695,73.0522806
"Bhojasar, jodhpur",VILLAGE,27.2321373,72.8098296,27.2246008,72.7998734,27.2269715,72.805757
"Chhitar Bera, jodhpur",VILLAGE,27.1813699,72.82500999999999,27.1444201,72.7901699,27.1577383,72.8101887
"Chainpura Kalan, jodhpur",VILLAGE,27.15401,72.83086999999999,27.10311,72.79693999999999,27.1275086,72.819052
"Kelansar, jodhpur",VILLAGE,27.3503827,72.9427036,27.3420597,72.9295183,27.3458186,72.9357215
"Kuknon Ki Dhani, jodhpur",VILLAGE,27.28953,72.8711299,27.25275,72.82724,27.276133,72.8456399
"Kalirananagar, jodhpur",VILLAGE,27.24864,72.8757,27.2197099,72.81898,27.2290776,72.8338234
"Jaisala, jodhpur",VILLAGE,27.3142099,72.98434,27.22286,72.8559899,27.2701518,72.9342451
"Mohar Nagar, jodhpur",VILLAGE,27.21576,72.83041,27.1724999,72.7903501,27.1919245,72.8101887
"Rohina, jodhpur",VILLAGE,27.40292,73.0777101,27.28908,72.97932,27.3503126,73.0287209
"Sutharanada, jodhpur",VILLAGE,27.32374,72.9820199,27.2937001,72.92692,27.3122485,72.9519622
"Champasar, jodhpur",VILLAGE,27.29793,73.12186,27.2282401,73.0023099,27.2649911,73.0759446
"Shyam Nagar, jodhpur",VILLAGE,26.2755279,72.988576,26.267061,72.981208,26.2705772,72.9851782
"Ajasar, jodhpur",VILLAGE,27.3133501,73.04069,27.2586599,72.96509999999999,27.2839561,72.99920130000001
"Boogdi, jodhpur",VILLAGE,27.4235501,73.1375599,27.27613,73.01476,27.3591152,73.0995528
"Ridmalsar, jodhpur",VILLAGE,27.23919,73.1207699,27.1005801,73.00326989999999,27.1739418,73.0796804
"Khariya, jodhpur",VILLAGE,26.6181214,73.69111769999999,26.5991763,73.6603904,26.6071371,73.6756947
"Maneora, jodhpur",VILLAGE,27.26613,73.0337399,27.2298399,72.96706,27.2497608,72.99920130000001
"Manasar, jodhpur",VILLAGE,26.36765,72.0083801,26.31493,71.9459,26.3453569,71.9816261
"Vishnu Nagar, jodhpur",VILLAGE,26.89124,72.6073899,26.81893,72.55633999999999,26.8543474,72.5737187
"Keshav Nagar, jodhpur",VILLAGE,26.2546631,72.986769,26.247238,72.975865,26.2500067,72.9807496
"Dev Nagari, jodhpur",VILLAGE,26.2681773,72.9894571,26.2660029,72.9852676,26.2668664,72.9870234
"Ramdeopura, jodhpur",VILLAGE,27.0199458,71.9363308,27.0003316,71.90822109999999,27.0116441,71.9193859
"Sri Krishnanagar, jodhpur",VILLAGE,27.18583,72.99176,27.1135599,72.91631009999999,27.1363025,72.9578676
"Chadi, jodhpur",VILLAGE,27.1412637,73.0578321,27.1389962,73.05283770000001,27.1402352,73.0556543
"Sri Ramnagar, jodhpur",VILLAGE,27.1288,73.0263101,27.05889,72.95474,27.1000526,72.98739239999999
"Hazi Sagar, jodhpur",VILLAGE,26.2795523,73.0010209,26.2793864,73.0006616,26.2794765,73.0008388
"Nokhra Godara, jodhpur",VILLAGE,27.2227399,72.97423,27.17327,72.9215799,27.1868772,72.9519622
"Nokhra Patawatan, jodhpur",VILLAGE,27.21803,72.92622999999999,27.17479,72.90185,27.1938555,72.9165266
"Aau, jodhpur",VILLAGE,27.2034956,72.85858139999999,27.190823,72.83944129999999,27.1983581,72.85007089999999
"Nokhra Charna, jodhpur",VILLAGE,27.2573199,72.95703,27.2046,72.90481,27.2295259,72.9283391
"Nokhra Bhatiyan, jodhpur",VILLAGE,27.22468,72.94086,27.19135,72.89137,27.2092105,72.925386
"Ishru, jodhpur",VILLAGE,27.1414301,72.9910699,27.0351901,72.8266601,27.0848028,72.9106202
"Fateh Nagar, jodhpur",VILLAGE,26.3129496,73.05179890000001,26.3126066,73.0507147,26.3127084,73.0512492
"Kerla, jodhpur",VILLAGE,26.53369,72.20579990000002,26.50104,72.1494201,26.5180017,72.1712309
"Barsingon Ka Bas, jodhpur",VILLAGE,27.09075,72.81515999999999,27.0231,72.74051,27.0670569,72.7688226
"Denok, jodhpur",VILLAGE,27.1521855,72.72361269999999,27.1422949,72.71232599999999,27.1474358,72.71710519999999
"Munjasar, jodhpur",VILLAGE,27.13585,72.67796,27.0863199,72.60781010000001,27.1026701,72.64468289999999
"Indon Ka Bas, jodhpur",VILLAGE,27.09128,72.7501101,27.0174401,72.67796,27.0611065,72.7215385
"Pabu Nagar, jodhpur",VILLAGE,26.5957101,72.64460989999999,26.5375201,72.59885,26.5735801,72.6092032
"Singdasar, jodhpur",VILLAGE,27.01596,72.69707,26.9766899,72.65531,26.9917062,72.6683333
